,word,state
22241,Corp.,I-NP
22242,holds,B-VP
22243,regular,B-NP
22244,evacuation,I-NP
22245,drills,I-NP
22246,and,O
22247,stocks,B-VP
22248,food,B-NP
22249,",",O
22250,oxygen,B-NP
22251,and,O
22252,non-prescription,B-NP
22253,Nil,Nil
22254,drugs,I-NP
22255,at,B-PP
22256,checkpoints,B-NP
22257,in,B-PP
22258,its,B-NP
22259,16-story,I-NP
22260,headquarters,I-NP
22261,.,O
22262,Nil,Nil
22263,J.C.,B-NP
22264,Penney,I-NP
22265,Co.,I-NP
22266,",",O
22267,which,B-NP
22268,relocated,B-VP
22269,from,B-PP
22270,New,B-NP
22271,York,I-NP
22272,to,B-PP
22273,suburban,B-NP
22274,Dallas,I-NP
22275,two,B-NP
22276,years,I-NP
22277,ago,B-ADVP
22278,",",O
22279,gently,B-VP
22280,wraps,I-VP
22281,itself,B-NP
22282,in,B-PP
22283,Texas,B-NP
22284,pride,I-NP
22285,through,B-PP
22286,a,B-NP
22287,full-page,I-NP
22288,magazine,I-NP
22289,ad,I-NP
22290,:,O
22291,``,O
22292,Taking,B-VP
22293,the,B-NP
22294,long-range,I-NP
22295,view,I-NP
22296,to,B-VP
22297,conserve,I-VP
22298,what,B-NP
22299,is,B-VP
22300,of,B-PP
22301,value,B-NP
22302,to,B-PP
22303,future,B-NP
22304,generations,I-NP
22305,is,B-VP
22306,part,B-NP
22307,of,B-PP
22308,the,B-NP
22309,Lone,I-NP
22310,Star,I-NP
22311,lifestyle,I-NP
22312,",",O
22313,'',O
22314,the,B-NP
22315,ad,I-NP
22316,reads,B-VP
22317,Nil,Nil
22318,.,O
22319,Nil,Nil
22320,One,B-NP
22321,top,I-NP
22322,U.S.,I-NP
22323,expert,I-NP
22324,on,B-PP
22325,East,B-NP
22326,Germany,I-NP
22327,added,B-VP
22328,:,O
22329,``,O
22330,There,B-NP
22331,is,B-VP
22332,no,B-NP
22333,clear-cut,I-NP
22334,champion,I-NP
22335,of,B-PP
22336,reform,B-NP
22337,",",O
22338,that,B-NP
22339,we,B-NP
22340,know,B-VP
22341,of,B-PP
22342,",",O
22343,in,B-PP
22344,the,B-NP
22345,East,I-NP
22346,German,I-NP
22347,leadership,I-NP
22348,.,O
22349,'',O
22350,Nil,Nil
22351,Nil,Nil
22352,It,B-NP
22353,is,B-VP
22354,a,B-NP
22355,competence,I-NP
22356,and,I-NP
22357,expertise,I-NP
22358,that,B-NP
22359,some,B-NP
22360,Nil,Nil
22361,brokers,I-NP
22362,themselves,B-NP
22363,",",O
22364,overwhelmed,B-VP
22365,by,B-PP
22366,all,B-NP
22367,the,I-NP
22368,new,I-NP
22369,things,I-NP
22370,being,B-VP
22371,dreamed,I-VP
22372,up,B-PRT
22373,for,B-SBAR
22374,them,B-NP
22375,to,B-VP
22376,peddle,I-VP
22377,",",O
22378,do,B-VP
22379,n't,I-VP
22380,Nil,Nil
22381,feel,I-VP
22382,.,O
22383,Nil,Nil
22384,These,B-NP
22385,figures,I-NP
22386,are,B-VP
22387,n't,I-VP
22388,Nil,Nil
22389,seasonally,I-VP
22390,adjusted,I-VP
22391,.,O
22392,Nil,Nil
22393,In,B-PP
22394,fact,B-NP
22395,",",O
22396,the,B-NP
22397,entire,I-NP
22398,population,I-NP
22399,of,B-PP
22400,the,B-NP
22401,Bay,I-NP
22402,Area,I-NP
22403,had,B-VP
22404,ended,I-VP
22405,up,B-PRT
22406,with,B-PP
22407,this,B-NP
22408,dual,I-NP
22409,role,I-NP
22410,of,B-PP
22411,actor,B-NP
22412,and,I-NP
22413,audience,I-NP
22414,.,O
22415,Nil,Nil
22416,Major,B-NP
22417,European,I-NP
22418,Nil,Nil
22419,auction,I-NP
22420,houses,I-NP
22421,are,B-VP
22422,turning,I-VP
22423,increasingly,B-ADVP
22424,to,B-PP
22425,specialized,B-NP
22426,sales,I-NP
22427,.,O
22428,Nil,Nil
22429,A,B-NP
22430,Japan,I-NP
22431,Air,I-NP
22432,Lines,I-NP
22433,spokesman,I-NP
22434,said,B-VP
22435,its,B-NP
22436,flights,I-NP
22437,into,B-PP
22438,and,B-PP
22439,out,B-PP
22440,of,B-PP
22441,San,B-NP
22442,Nil,Nil
22443,Francisco,I-NP
22444,were,B-VP
22445,n't,I-VP
22446,affected,I-VP
22447,",",O
22448,but,O
22449,getting,B-VP
22450,information,B-NP
22451,about,B-PP
22452,its,B-NP
22453,operations,I-NP
22454,was,B-VP
22455,difficult,B-ADJP
22456,.,O
22457,Nil,Nil
22458,Valley,B-NP
22459,National,I-NP
22460,Corp.,I-NP
22461,reported,B-VP
22462,a,B-NP
22463,third-quarter,I-NP
22464,net,I-NP
22465,loss,I-NP
22466,of,B-PP
22467,$,B-NP
22468,72.2,I-NP
22469,million,I-NP
22470,",",O
22471,or,O
22472,$,B-NP
22473,3.65,I-NP
22474,a,B-NP
22475,share,I-NP
22476,",",O
22477,and,O
22478,suspended,B-VP
22479,Nil,Nil
22480,its,B-NP
22481,quarterly,I-NP
22482,dividend,I-NP
22483,because,B-PP
22484,of,I-PP
22485,potential,B-NP
22486,losses,I-NP
22487,on,B-PP
22488,its,B-NP
22489,Arizona,I-NP
22490,real,I-NP
22491,estate,I-NP
22492,holdings,I-NP
22493,.,O
22494,Nil,Nil
22495,Reuben,B-NP
22496,Nil,Nil
22497,Mark,I-NP
22498,",",O
22499,chairman,B-NP
22500,and,O
22501,chief,B-NP
22502,executive,I-NP
22503,officer,I-NP
22504,of,B-PP
22505,Colgate,B-NP
22506,",",O
22507,said,B-VP
22508,Nil,Nil
22509,earnings,B-NP
22510,growth,I-NP
22511,was,B-VP
22512,fueled,I-VP
22513,by,B-PP
22514,strong,B-NP
22515,sales,I-NP
22516,in,B-PP
22517,Latin,B-NP
22518,America,I-NP
22519,",",O
22520,the,B-NP
22521,Far,I-NP
22522,East,I-NP
22523,and,O
22524,Europe,B-NP
22525,.,O
22526,Nil,Nil
22527,White,B-NP
22528,Females,I-NP
22529,Nil,Nil
22530,Of,B-PP
22531,course,B-NP
22532,Nil,Nil
22533,I,B-NP
22534,'d,O
22535,rather,B-ADVP
22536,have,B-VP
22537,a,B-NP
22538,computer,I-NP
22539,software,I-NP
22540,firm,I-NP
22541,in,B-PP
22542,my,B-NP
22543,backyard,I-NP
22544,than,B-PP
22545,a,B-NP
22546,hazardous,I-NP
22547,waste,I-NP
22548,incinerator,I-NP
22549,.,O
22550,Nil,Nil
22551,Nil,Nil
22552,Underwear,B-NP
22553,scored,B-VP
22554,a,B-NP
22555,middling,I-NP
22556,36,I-NP
22557,%,I-NP
22558,in,B-PP
22559,brand,B-NP
22560,loyalty,I-NP
22561,",",O
22562,but,O
22563,consumer,B-NP
22564,Nil,Nil
22565,researchers,I-NP
22566,say,B-VP
22567,that,B-NP
22568,'s,B-VP
22569,actually,B-ADVP
22570,quite,B-ADJP
22571,high,I-ADJP
22572,for,B-PP
22573,such,B-NP
22574,a,I-NP
22575,mundane,I-NP
22576,Nil,Nil
22577,product,I-NP
22578,.,O
22579,Nil,Nil
22580,Then,O
22581,add,B-VP
22582,and,I-VP
22583,subtract,I-VP
22584,two,B-NP
22585,standard,I-NP
22586,deviations,I-NP
22587,to,B-VP
22588,get,I-VP
22589,a,B-NP
22590,wider,I-NP
22591,range,I-NP
22592,.,O
22593,Nil,Nil
22594,The,B-NP
22595,Atlanta-based,I-NP
22596,chemical,I-NP
22597,manufacturer,I-NP
22598,said,B-VP
22599,lower,B-NP
22600,Nil,Nil
22601,prices,I-NP
22602,hurt,B-VP
22603,margins,B-NP
22604,for,B-PP
22605,most,B-NP
22606,products,I-NP
22607,.,O
22608,Nil,Nil
22609,``,O
22610,The,B-NP
22611,bottom,I-NP
22612,line,I-NP
22613,is,B-VP
22614,",",O
22615,it,B-NP
22616,seems,B-VP
22617,to,B-PP
22618,me,B-NP
22619,that,B-SBAR
22620,the,B-NP
22621,economic,I-NP
22622,environment,I-NP
22623,has,B-VP
22624,become,I-VP
22625,very,B-ADJP
22626,",",I-ADJP
22627,very,I-ADJP
22628,competitve,I-ADJP
22629,for,B-PP
22630,Nil,Nil
22631,a,B-NP
22632,lot,I-NP
22633,of,B-PP
22634,businesses,B-NP
22635,",",O
22636,'',O
22637,he,B-NP
22638,said,B-VP
22639,.,O
22640,Nil,Nil
22641,To,B-VP
22642,make,I-VP
22643,them,B-NP
22644,directly,B-ADJP
22645,comparable,I-ADJP
22646,",",O
22647,each,B-NP
22648,index,I-NP
22649,is,B-VP
22650,based,I-VP
22651,on,B-PP
22652,the,B-NP
22653,close,I-NP
22654,of,B-PP
22655,1969,B-NP
22656,equaling,B-VP
22657,100,B-NP
22658,Nil,Nil
22659,.,O
22660,Nil,Nil
22661,Misawa,B-NP
22662,Homes,I-NP
22663,was,B-VP
22664,up,B-ADVP
22665,20,B-NP
22666,at,B-PP
22667,"2,960",B-NP
22668,.,O
22669,Nil,Nil
22670,And,O
22671,the,B-NP
22672,Colorado,I-NP
22673,planner,I-NP
22674,who,B-NP
22675,promised,B-VP
22676,to,I-VP
22677,make,I-VP
22678,some,B-NP
22679,of,B-PP
22680,his,B-NP
22681,clients,I-NP
22682,millionaires,B-NP
22683,on,B-PP
22684,investments,B-NP
22685,of,B-PP
22686,as,B-NP
22687,litle,I-NP
22688,as,I-NP
22689,$,I-NP
22690,100,I-NP
22691,?,O
22692,Nil,Nil
22693,Meanwhile,B-ADVP
22694,",",O
22695,several,B-NP
22696,other,I-NP
22697,major,I-NP
22698,installations,I-NP
22699,around,B-PP
22700,Nil,Nil
22701,the,B-NP
22702,Valley,I-NP
22703,--,O
22704,America,B-NP
22705,'s,B-NP
22706,center,I-NP
22707,of,B-PP
22708,high-tech,B-NP
22709,--,O
22710,said,B-VP
22711,they,B-NP
22712,",",O
22713,too,B-ADVP
22714,",",O
22715,fared,B-VP
22716,as,B-ADVP
22717,well,I-ADVP
22718,as,B-SBAR
22719,could,B-VP
22720,be,I-VP
22721,expected,I-VP
22722,.,O
22723,Nil,Nil
22724,Nil,Nil
22725,But,O
22726,in,B-PP
22727,the,B-NP
22728,light,I-NP
22729,of,B-PP
22730,events,B-NP
22731,in,B-PP
22732,Panama,B-NP
22733,",",O
22734,where,B-ADVP
22735,the,B-NP
22736,U.S.,I-NP
22737,has,B-VP
22738,such,B-NP
22739,clear,I-NP
22740,strategic,I-NP
22741,interests,I-NP
22742,",",O
22743,waiting,B-VP
22744,for,B-PP
22745,the,B-NP
22746,Delta,I-NP
22747,Force,I-NP
22748,may,B-VP
22749,prove,I-VP
22750,to,I-VP
22751,Nil,Nil
22752,be,I-VP
22753,a,B-NP
22754,dangerous,I-NP
22755,gambit,I-NP
22756,.,O
22757,Nil,Nil
22758,Sales,B-NP
22759,for,B-PP
22760,the,B-NP
22761,just-ended,I-NP
22762,period,I-NP
22763,fell,B-VP
22764,to,B-PP
22765,about,B-NP
22766,$,I-NP
22767,225,I-NP
22768,million,I-NP
22769,",",O
22770,the,B-NP
22771,maker,I-NP
22772,of,B-PP
22773,computer,B-NP
22774,parts,I-NP
22775,said,B-VP
22776,.,O
22777,Nil,Nil
22778,In,B-PP
22779,composite,B-NP
22780,Nil,Nil
22781,trading,I-NP
22782,on,B-PP
22783,the,B-NP
22784,New,I-NP
22785,York,I-NP
22786,Stock,I-NP
22787,Exchange,I-NP
22788,",",O
22789,Coca-Cola,B-NP
22790,Enterprises,I-NP
22791,closed,B-VP
22792,at,B-PP
22793,$,B-NP
22794,16.375,I-NP
22795,a,B-NP
22796,share,I-NP
22797,",",O
22798,down,B-ADVP
22799,62.5,B-NP
22800,cents,I-NP
22801,.,O
22802,Nil,Nil
22803,``,O
22804,We,B-NP
22805,expect,B-VP
22806,near-term,B-NP
22807,sluggishness,I-NP
22808,in,B-PP
22809,the,B-NP
22810,electronics,I-NP
22811,market,I-NP
22812,",",O
22813,'',O
22814,he,B-NP
22815,said,B-VP
22816,",",O
22817,``,O
22818,and,O
22819,we,B-NP
22820,will,B-VP
22821,take,I-VP
22822,Nil,Nil
22823,ongoing,B-NP
22824,cost-reduction,I-NP
22825,actions,I-NP
22826,as,O
22827,necessary,B-ADJP
22828,to,B-VP
22829,keep,I-VP
22830,operations,B-NP
22831,aligned,B-VP
22832,with,B-PP
22833,demand,B-NP
22834,.,O
22835,'',O
22836,Nil,Nil
22837,He,B-NP
22838,said,B-VP
22839,certain,B-NP
22840,volunteers,I-NP
22841,developed,B-VP
22842,kinds,B-NP
22843,of,B-PP
22844,antibodies,B-NP
22845,associated,B-VP
22846,with,B-PP
22847,early,B-NP
22848,AIDS,I-NP
22849,.,O
22850,Nil,Nil
22851,In,B-PP
22852,composite,B-NP
22853,trading,I-NP
22854,yesterday,B-NP
22855,on,B-PP
22856,the,B-NP
22857,New,I-NP
22858,Nil,Nil
22859,York,I-NP
22860,Stock,I-NP
22861,Exchange,I-NP
22862,",",O
22863,AT&T,B-NP
22864,shares,I-NP
22865,closed,B-VP
22866,at,B-PP
22867,$,B-NP
22868,43.375,I-NP
22869,",",O
22870,up,B-ADVP
22871,87.5,B-NP
22872,cents,I-NP
22873,Nil,Nil
22874,.,O
22875,Nil,Nil
22876,DISCOUNT,B-NP
22877,RATE,I-NP
22878,:,O
22879,7,B-NP
22880,%,I-NP
22881,.,O
22882,Nil,Nil
22883,Disk,B-NP
22884,drives,I-NP
22885,",",O
22886,which,B-NP
22887,allow,B-VP
22888,a,B-NP
22889,computer,I-NP
22890,to,B-VP
22891,access,I-VP
22892,its,B-NP
22893,memory,I-NP
22894,",",O
22895,generated,B-VP
22896,38,B-NP
22897,%,I-NP
22898,Nil,Nil
22899,more,B-NP
22900,revenue,I-NP
22901,in,B-PP
22902,the,B-NP
22903,most,I-NP
22904,recent,I-NP
22905,period,I-NP
22906,compared,B-PP
22907,with,B-PP
22908,the,B-NP
22909,fiscal,I-NP
22910,Nil,Nil
22911,first,I-NP
22912,quarter,I-NP
22913,a,B-NP
22914,year,I-NP
22915,earlier,B-ADVP
22916,.,O
22917,Nil,Nil
22918,The,B-NP
22919,Afrikaner,I-NP
22920,must,B-VP
22921,end,I-VP
22922,his,B-NP
22923,reliance,I-NP
22924,on,B-PP
22925,others,B-NP
22926,.,O
22927,'',O
22928,Nil,Nil
22929,For,B-PP
22930,the,B-NP
22931,past,I-NP
22932,couple,I-NP
22933,of,B-PP
22934,years,B-NP
22935,",",O
22936,Westmoreland,B-NP
22937,has,B-VP
22938,undertaken,I-VP
22939,an,B-NP
22940,Nil,Nil
22941,aggressive,I-NP
22942,streamlining,I-NP
22943,of,B-PP
22944,all,B-NP
22945,aspects,I-NP
22946,of,B-PP
22947,its,B-NP
22948,business,I-NP
22949,Nil,Nil
22950,.,O
22951,Nil,Nil
22952,The,B-NP
22953,company,I-NP
22954,'s,B-NP
22955,third-quarter,I-NP
22956,earnings,I-NP
22957,were,B-VP
22958,below,B-PP
22959,both,B-NP
22960,analysts,B-NP
22961,',B-NP
22962,forecasts,I-NP
22963,and,O
22964,the,B-NP
22965,year-earlier,I-NP
22966,level,I-NP
22967,.,O
22968,Nil,Nil
22969,The,B-NP
22970,volume,I-NP
22971,is,B-VP
22972,well,B-ADVP
22973,below,B-PP
22974,the,B-NP
22975,industry,I-NP
22976,'s,B-NP
22977,Nil,Nil
22978,4,I-NP
22979,%,I-NP
22980,to,I-NP
22981,5,I-NP
22982,%,I-NP
22983,growth,I-NP
22984,rate,I-NP
22985,Nil,Nil
22986,of,B-PP
22987,recent,B-NP
22988,years,I-NP
22989,",",B-PP
22990,but,I-PP
22991,in,B-PP
22992,line,B-NP
22993,with,B-PP
22994,other,B-NP
22995,soft-drink,I-NP
22996,companies,I-NP
22997,for,B-PP
22998,the,B-NP
22999,third,I-NP
23000,quarter,I-NP
23001,.,O
23002,Nil,Nil
23003,Traders,B-NP
23004,and,I-NP
23005,analysts,I-NP
23006,said,B-VP
23007,they,B-NP
23008,did,B-VP
23009,n't,I-VP
23010,see,I-VP
23011,Nil,Nil
23012,any,B-NP
23013,effect,I-NP
23014,on,B-PP
23015,Tokyo,B-NP
23016,stocks,I-NP
23017,from,B-PP
23018,the,B-NP
23019,California,I-NP
23020,earthquake,I-NP
23021,.,O
23022,Nil,Nil
23023,But,O
23024,the,B-NP
23025,new,I-NP
23026,category,I-NP
23027,does,B-VP
23028,not,I-VP
23029,replace,I-VP
23030,or,I-VP
23031,reduce,I-VP
23032,Berkeley,B-NP
23033,'s,B-NP
23034,broad,I-NP
23035,racial,I-NP
23036,preferences,I-NP
23037,.,O
23038,Nil,Nil
23039,Digital,B-NP
23040,Nil,Nil
23041,'s,B-NP
23042,new,I-NP
23043,line,I-NP
23044,has,B-VP
23045,been,I-VP
23046,a,B-NP
23047,long,I-NP
23048,time,I-NP
23049,coming,B-VP
23050,.,O
23051,Nil,Nil
23052,The,B-NP
23053,properties,I-NP
23054,held,B-VP
23055,by,B-PP
23056,FADA,B-NP
23057,wo,B-VP
23058,n't,I-VP
23059,be,I-VP
23060,sold,I-VP
23061,piecemeal,B-ADVP
23062,",",O
23063,Mr.,B-NP
23064,Seidman,I-NP
23065,Nil,Nil
23066,said,B-VP
23067,in,B-PP
23068,a,B-NP
23069,speech,I-NP
23070,before,B-PP
23071,Southern,B-NP
23072,Methodist,I-NP
23073,University,I-NP
23074,Business,I-NP
23075,School,I-NP
23076,in,B-PP
23077,Dallas,B-NP
23078,.,O
23079,Nil,Nil
23080,William,B-NP
23081,C.,I-NP
23082,Barksdale,I-NP
23083,Jr,I-NP
23084,.,O
23085,Nil,Nil
23086,The,B-NP
23087,average,I-NP
23088,30-day,I-NP
23089,simple,I-NP
23090,yield,I-NP
23091,was,B-VP
23092,8.26,B-NP
23093,Nil,Nil
23094,%,I-NP
23095,",",O
23096,compared,B-PP
23097,with,B-PP
23098,8.27,B-NP
23099,%,I-NP
23100,the,B-NP
23101,week,I-NP
23102,before,I-NP
23103,",",O
23104,and,O
23105,the,B-NP
23106,30-day,I-NP
23107,compound,I-NP
23108,yield,I-NP
23109,slid,B-VP
23110,to,B-PP
23111,8.60,B-NP
23112,%,I-NP
23113,from,B-PP
23114,8.61,B-NP
23115,%,I-NP
23116,.,O
23117,Nil,Nil
23118,``,O
23119,It,B-NP
23120,'s,B-VP
23121,like,B-PP
23122,getting,B-VP
23123,a,B-NP
23124,Nil,Nil
23125,free,I-NP
23126,toaster,I-NP
23127,when,B-ADVP
23128,you,B-NP
23129,open,B-VP
23130,an,B-NP
23131,account,I-NP
23132,",",O
23133,'',O
23134,says,B-VP
23135,Axe,B-NP
23136,Core,I-NP
23137,'s,B-NP
23138,Mr.,I-NP
23139,Lynn,I-NP
23140,.,O
23141,Nil,Nil
23142,Prices,B-NP
23143,also,B-ADVP
23144,closed,B-VP
23145,higher,B-ADJP
23146,in,B-PP
23147,Singapore,B-NP
23148,",",O
23149,Sydney,B-NP
23150,",",O
23151,Nil,Nil
23152,Taipei,B-NP
23153,",",O
23154,Wellington,B-NP
23155,",",O
23156,Hong,B-NP
23157,Kong,I-NP
23158,and,O
23159,Manila,B-NP
23160,but,O
23161,were,B-VP
23162,lower,B-ADJP
23163,in,B-PP
23164,Seoul,B-NP
23165,.,O
23166,Nil,Nil
23167,Republicans,B-NP
23168,are,B-VP
23169,squinting,I-VP
23170,most,B-ADVP
23171,painfully,I-ADVP
23172,",",O
23173,at,B-ADVP
23174,least,I-ADVP
23175,at,B-PP
23176,first,B-ADJP
23177,",",O
23178,which,B-NP
23179,is,B-VP
23180,only,B-ADJP
23181,fair,I-ADJP
23182,because,B-SBAR
23183,they,B-NP
23184,'ve,B-VP
23185,been,I-VP
23186,shielded,I-VP
23187,the,B-NP
23188,most,I-NP
23189,.,O
23190,Nil,Nil
23191,An,B-NP
23192,examination,I-NP
23193,Nil,Nil
23194,of,B-PP
23195,changes,B-NP
23196,in,B-PP
23197,personal,B-NP
23198,staffing,I-NP
23199,decisions,I-NP
23200,in,B-PP
23201,the,B-NP
23202,Senate,I-NP
23203,between,B-PP
23204,1986,B-NP
23205,and,I-NP
23206,1987,I-NP
23207,-LRB-,O
23208,when,B-ADVP
23209,Nil,Nil
23210,control,B-NP
23211,of,B-PP
23212,that,B-NP
23213,body,I-NP
23214,changed,B-VP
23215,party,B-NP
23216,hands,I-NP
23217,-RRB-,O
23218,",",O
23219,moreover,B-ADVP
23220,",",O
23221,reveals,B-VP
23222,that,B-SBAR
23223,the,B-NP
23224,personal,I-NP
23225,staffing,I-NP
23226,differences,I-NP
23227,noted,B-VP
23228,in,B-PP
23229,the,B-NP
23230,table,I-NP
23231,can,B-VP
23232,not,I-VP
23233,be,I-VP
23234,attributed,I-VP
23235,to,B-PP
23236,the,B-NP
23237,disproportionate,I-NP
23238,control,I-NP
23239,Democrats,B-NP
23240,exercise,B-VP
23241,",",O
23242,due,B-PP
23243,to,I-PP
23244,their,B-NP
23245,majority-party,I-NP
23246,status,I-NP
23247,",",O
23248,over,B-PP
23249,other,B-NP
23250,resources,I-NP
23251,such,B-PP
23252,as,I-PP
23253,committee,B-NP
23254,staff,I-NP
23255,.,O
23256,Nil,Nil
23257,In,B-PP
23258,Nil,Nil
23259,addition,B-NP
23260,",",O
23261,an,B-NP
23262,investor,I-NP
23263,who,B-NP
23264,wants,B-VP
23265,to,I-VP
23266,know,I-VP
23267,the,B-NP
23268,daily,I-NP
23269,value,I-NP
23270,of,B-PP
23271,Treasury,B-NP
23272,bonds,I-NP
23273,",",O
23274,or,O
23275,corporate,B-NP
23276,bonds,I-NP
23277,traded,B-VP
23278,on,B-PP
23279,the,B-NP
23280,New,I-NP
23281,York,I-NP
23282,Stock,I-NP
23283,Exchange,I-NP
23284,Nil,Nil
23285,",",O
23286,can,B-VP
23287,simply,I-VP
23288,check,I-VP
23289,newspaper,B-NP
23290,listings,I-NP
23291,.,O
23292,Nil,Nil
23293,It,B-NP
23294,did,B-VP
23295,n't,I-VP
23296,say,I-VP
23297,by,B-PP
23298,how,B-NP
23299,much,I-NP
23300,.,O
23301,Nil,Nil
23302,Last,B-NP
23303,Friday,I-NP
23304,",",O
23305,takeover,B-NP
23306,traders,I-NP
23307,spilled,B-VP
23308,out,B-ADVP
23309,of,B-PP
23310,Hilton,B-NP
23311,",",O
23312,knocking,B-VP
23313,Nil,Nil
23314,the,B-NP
23315,stock,I-NP
23316,down,B-ADVP
23317,21,B-NP
23318,1\/2,I-NP
23319,to,B-PP
23320,85,B-NP
23321,.,O
23322,Nil,Nil
23323,At,B-ADVP
23324,first,I-ADVP
23325,",",O
23326,we,B-NP
23327,were,B-VP
23328,unfazed,I-VP
23329,.,O
23330,Nil,Nil
23331,Nil,Nil
23332,International,B-NP
23333,Business,I-NP
23334,Machines,I-NP
23335,Corp.,I-NP
23336,said,B-VP
23337,its,B-NP
23338,board,I-NP
23339,approved,B-VP
23340,the,B-NP
23341,purchase,I-NP
23342,of,B-PP
23343,$,B-NP
23344,1,I-NP
23345,billion,I-NP
23346,of,B-PP
23347,its,B-NP
23348,common,I-NP
23349,shares,I-NP
23350,",",O
23351,a,B-NP
23352,move,I-NP
23353,that,B-NP
23354,should,B-VP
23355,help,I-VP
23356,support,I-VP
23357,its,B-NP
23358,battered,I-NP
23359,stock,I-NP
23360,.,O
23361,Nil,Nil
23362,Nil,Nil
23363,Stop,B-NP
23364,Order,I-NP
23365,:,O
23366,Stop,B-NP
23367,orders,I-NP
23368,tell,B-VP
23369,a,B-NP
23370,floor,I-NP
23371,broker,I-NP
23372,to,B-VP
23373,buy,I-VP
23374,or,I-VP
23375,sell,I-VP
23376,an,B-NP
23377,investment,I-NP
23378,once,B-SBAR
23379,the,B-NP
23380,price,I-NP
23381,reaches,B-VP
23382,a,B-NP
23383,certain,I-NP
23384,level,I-NP
23385,.,O
23386,Nil,Nil
23387,But,O
23388,WCRS,B-NP
23389,added,B-VP
23390,that,B-SBAR
23391,``,O
23392,in,B-PP
23393,the,B-NP
23394,light,I-NP
23395,Nil,Nil
23396,of,B-PP
23397,the,B-NP
23398,current,I-NP
23399,uncertainty,I-NP
23400,in,B-PP
23401,the,B-NP
23402,equity,I-NP
23403,markets,I-NP
23404,",",O
23405,'',O
23406,it,B-NP
23407,has,B-VP
23408,arranged,I-VP
23409,medium-term,B-NP
23410,debt,I-NP
23411,financing,I-NP
23412,",",O
23413,which,B-NP
23414,would,B-VP
23415,be,I-VP
23416,underwritten,I-VP
23417,by,B-PP
23418,Samuel,B-NP
23419,Montagu,I-NP
23420,&,I-NP
23421,Co.,I-NP
23422,Ltd,I-NP
23423,.,O
23424,Nil,Nil
23425,Of,B-PP
23426,the,B-NP
23427,Nil,Nil
23428,four,I-NP
23429,",",O
23430,only,B-NP
23431,the,B-NP
23432,bank,I-NP
23433,and,O
23434,the,B-NP
23435,plant,I-NP
23436,drew,B-VP
23437,bids,B-NP
23438,--,O
23439,one,B-NP
23440,apiece,B-ADVP
23441,.,O
23442,Nil,Nil
23443,The,B-NP
23444,transaction,I-NP
23445,represents,B-VP
23446,Lynch,B-NP
23447,'s,B-NP
23448,entry,I-NP
23449,into,B-PP
23450,the,B-NP
23451,telephone,I-NP
23452,business,I-NP
23453,.,O
23454,Nil,Nil
23455,Because,B-PP
23456,of,I-PP
23457,the,B-NP
23458,size,I-NP
23459,Nil,Nil
23460,of,B-PP
23461,the,B-NP
23462,California,I-NP
23463,market,I-NP
23464,",",O
23465,few,B-NP
23466,relocation,I-NP
23467,specialists,I-NP
23468,expect,B-VP
23469,a,B-NP
23470,widespread,I-NP
23471,corporate,I-NP
23472,flight,I-NP
23473,in,B-PP
23474,the,B-NP
23475,quake,I-NP
23476,Nil,Nil
23477,'s,B-NP
23478,aftermath,I-NP
23479,.,O
23480,Nil,Nil
23481,Nor,O
23482,was,O
23483,it,B-NP
23484,intended,B-VP
23485,to,I-VP
23486,dictate,I-VP
23487,a,B-NP
23488,set,I-NP
23489,of,B-PP
23490,prescriptive,B-NP
23491,solutions,I-NP
23492,",",O
23493,although,B-SBAR
23494,various,B-NP
23495,Nil,Nil
23496,points,I-NP
23497,were,B-VP
23498,raised,I-VP
23499,.,O
23500,Nil,Nil
23501,Analysts,B-NP
23502,said,B-VP
23503,the,B-NP
23504,company,I-NP
23505,'s,B-NP
23506,troubles,I-NP
23507,mirror,B-VP
23508,those,B-NP
23509,of,B-PP
23510,the,B-NP
23511,industry,I-NP
23512,.,O
23513,Nil,Nil
23514,Nil,Nil
23515,Officials,B-NP
23516,there,B-ADVP
23517,declined,B-VP
23518,to,I-VP
23519,comment,I-VP
23520,",",O
23521,as,B-SBAR
23522,did,O
23523,Helmsley,B-NP
23524,management,I-NP
23525,.,O
23526,Nil,Nil
23527,Italy,B-NP
23528,'s,B-NP
23529,industrial,I-NP
23530,wholesale,I-NP
23531,sales,I-NP
23532,index,I-NP
23533,rose,B-VP
23534,13.2,B-NP
23535,%,I-NP
23536,in,B-PP
23537,June,B-NP
23538,from,B-PP
23539,a,B-NP
23540,year,I-NP
23541,earlier,B-ADVP
23542,",",O
23543,the,B-NP
23544,state,I-NP
23545,statistical,I-NP
23546,institute,I-NP
23547,Istat,I-NP
23548,said,B-VP
23549,.,O
23550,Nil,Nil
23551,Sen.,B-NP
23552,Nil,Nil
23553,Boren,I-NP
23554,said,B-VP
23555,",",O
23556,``,O
23557,It,B-NP
23558,'s,B-VP
23559,time,B-NP
23560,to,B-VP
23561,stop,I-VP
23562,bickering,I-VP
23563,and,O
23564,work,B-VP
23565,together,B-ADVP
23566,to,B-VP
23567,develop,I-VP
23568,a,B-NP
23569,clear,I-NP
23570,Nil,Nil
23571,and,I-NP
23572,appropriate,I-NP
23573,policy,I-NP
23574,to,B-VP
23575,help,I-VP
23576,the,B-NP
23577,Nil,Nil
23578,country,I-NP
23579,in,B-PP
23580,the,B-NP
